NAME,NICKNAME,DIVISION,GENRE,WIN,LOSSES,DRAWS,Actif,ÂGE,LA TAILLE,POIDS,DÉBUT DE L'OCTOGONE,Title_holder,PERMANENT,CLINCH,SOL,KO/TKO,DEC,SUB,sig_str_head,sig_str_body,sig_str_leg,PRÉCISION SAISISSANTE,PRÉCISION DE TAKEDOWN,SIG. STR. A ATTERRI,SIG. FRAPPES ENCAISSÉES,TAKEDOWN AVG,ENVOI AVG,SIG. STR.DÉFENSE,DÉFENSE DE DÉMOLITION,KNOCKDOWN AVG,TEMPS DE COMBAT MOYEN,img_cbt,STYLE DE COMBAT,REACH,PORTÉE DE LA JAMBE,Style de combat,DOB
TAIYILAKE NUERAJI,,Welterweight Division,Male,9.0,1.0,0.0,True,22.0,74.0,170.5,"DEC. 20, 2024",False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,11.01,7.39,0.0,0.0,0.58,0.0,,0.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-06/NUERAJI_TAIYILAKE_L.png?itok=7tp8a8dY,,75.0,,Southpaw,"Jan 12, 2001"
SHAYILAN NUERDANBIEKE,"""WOLVERINE""",Featherweight Division,Male,39.0,12.0,0.0,False,30.0,68.0,146.0,"MAY. 22, 2021",False,75.0,9.0,40.0,19.0,10.0,10.0,103.0,10.0,11.0,0.46,0.35,1.95,2.64,3.3,0.24,0.5,0.29,0.71,636.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-04/NUERDANBIEKE_SHAYILAN_L_04-08.png?itok=P06TvLw7,WRESTLER,69.0,36.0,Orthodox,"May 04, 1994"
ISTELA NUNES,,Women's Strawweight Division,Female,6.0,5.0,0.0,True,31.0,64.0,115.5,"OCT. 16, 2021",False,167.0,21.0,1.0,2.0,4.0,0.0,110.0,55.0,24.0,0.46,0.0,5.02,4.84,0.0,0.0,0.6,0.5,0.4,564.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-10/68133%252Fprofile-galery%252Ffullbodyleft-picture%252FNUNES_ISTELA_L_10-16.png?itok=bYtt3La0,STRIKER,66.0,37.0,Orthodox,"Jul 23, 1992"
JOSIANE NUNES,"""JOSI""",Women's Bantamweight Division,Female,11.0,7.0,0.0,True,30.0,65.0,150.0,"APR. 17, 2021",False,299.0,43.0,9.0,7.0,4.0,1.0,237.0,78.0,36.0,0.45,0.33,5.41,5.44,0.24,0.5,0.55,0.73,0.69,779.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/NUNES_JOSIANE_L_03-16.png?itok=g02nHayz,MUAY THAI,67.0,37.0,Orthodox,"Dec 03, 1985"
AMANDA NUNES,"""THE LIONESS""",Women's Bantamweight Division,Female,23.0,7.0,0.0,False,35.0,68.0,135.0,"AUG. 4, 2013",False,662.0,52.0,261.0,13.0,36.0,4.0,666.0,126.0,183.0,0.52,0.55,4.55,3.47,2.73,0.7,0.58,0.82,0.63,644.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-06/NUNES_AMANDA_L_BELTX2_06-10.png?itok=8tM-g-Vq,STRIKER,69.0,41.0,Orthodox,"Dec 03, 1985"
DIEGO NUNES,"""THE GUN""",Featherweight Division,Male,19.0,7.0,0.0,False,40.0,66.0,145.0,"JAN. 2, 2011",False,,,,0.0,7.0,0.0,,,,0.43,0.44,2.72,2.59,1.18,0.6,0.58,0.65,,,NO,,67.0,,Orthodox,"Nov 30, 1982"
ABUBAKAR NURMAGOMEDOV,,Welterweight Division,Male,18.0,4.0,1.0,True,33.0,71.0,170.0,"NOV. 9, 2019",False,119.0,13.0,1.0,6.0,7.0,4.0,90.0,20.0,23.0,0.63,0.5,4.46,2.61,3.98,0.4,0.65,1.0,0.0,718.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-10/NURMAGOMEDOV_ABUBAKAR_L_10-22.png?itok=iYDCRl84,,72.0,39.5,Orthodox,"Jan 03, 1996"
KHABIB NURMAGOMEDOV,"""THE EAGLE""",Lightweight Division,Male,29.0,0.0,0.0,False,34.0,70.0,155.0,"JAN. 21, 2012",False,298.0,27.0,380.0,8.0,10.0,11.0,604.0,65.0,36.0,0.49,0.48,4.1,1.75,5.32,0.8,0.65,0.85,0.17,793.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Khabib_Nurmagomedov/1NURMAGOMEDOV_KHABIB_L.png?itok=MDKzcpwv,,70.0,40.0,Orthodox,"Sep 20, 1988"
SAID NURMAGOMEDOV,,Bantamweight Division,Male,18.0,3.0,0.0,True,32.0,68.0,142.3,"JUL. 14, 2018",False,194.0,44.0,25.0,4.0,8.0,6.0,142.0,61.0,60.0,0.48,0.17,3.55,2.13,1.01,1.42,0.57,0.67,0.2,494.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/1/NURMAGOMEDOV_SAID_L_10-21.png?itok=i6kssPhR,MMA,70.0,38.5,Orthodox,"Apr 05, 1992"
UMAR NURMAGOMEDOV,,Bantamweight Division,Male,18.0,0.0,0.0,True,28.0,68.0,135.0,"JAN. 20, 2021",False,186.0,13.0,120.0,2.0,9.0,7.0,215.0,60.0,44.0,0.63,0.5,4.46,1.36,3.98,0.42,0.64,1.0,0.21,716.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/NURMAGOMEDOV_UMAR_L_03-02.png?itok=CiMvswvP,MMA,69.0,39.0,Orthodox,"Jan 03, 1996"
KENNEDY NZECHUKWU,"""AFRICAN SAVAGE""",Heavyweight Division,Male,14.0,5.0,0.0,True,32.0,77.0,236.5,"AUG. 22, 2017",False,576.0,79.0,66.0,10.0,3.0,1.0,602.0,112.0,7.0,0.47,0.45,5.37,4.89,0.56,0.22,0.51,0.81,0.45,537.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-12/NZECHUKWU_KENNEDY_L_12-07.png?itok=m71eatdY,WRESTLER,83.0,47.0,Southpaw,"Jun 13, 1992"
TJ O'BRIEN,"""THE SPIDER""",Lightweight Division,Male,20.0,8.0,0.0,False,36.0,74.0,156.0,"NOV. 21, 2010",False,,,,0.0,0.0,0.0,,,,0.46,1.0,3.77,4.78,0.94,0.0,0.57,0.0,,,NO,,,,Orthodox,"Jan 01, 1987"
JAKE O'BRIEN,"""IRISH""",Light Heavyweight Division,Male,20.0,8.0,0.0,False,38.0,75.0,206.0,"AUG. 17, 2006",False,,,,0.0,0.0,0.0,,,,0.46,1.0,3.77,4.78,0.94,0.0,0.57,0.0,,,NO,,,,Orthodox,"Jan 01, 1987"
SEAN O'CONNELL,"""THE REAL OC""",Light Heavyweight Division,Male,17.0,9.0,0.0,False,39.0,73.0,205.6,"APR. 16, 2014",False,214.0,75.0,15.0,9.0,5.0,3.0,207.0,65.0,32.0,0.49,0.0,5.46,6.77,0.0,0.54,0.45,0.3,0.81,477.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/86f4f1a8-aff9-4253-8712-d6a162f25b12%252FSean-O-Connell_476364_LeftFullBodyImage.png?itok=DO5HXIUh,,74.0,42.0,Orthodox,"Sep 02, 1983"
SEAN O'MALLEY,"""SUGA""",Bantamweight Division,Male,18.0,2.0,0.0,True,30.0,71.0,135.0,"JUL. 18, 2017",False,980.0,21.0,37.0,12.0,5.0,1.0,713.0,235.0,90.0,0.61,0.43,6.7,3.48,0.29,0.3,0.61,0.62,0.77,664.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/OMALLEY_SEAN_L_08-19.png?itok=mopy1nWo,,72.0,40.0,Switch,"Oct 24, 1994"
CHUCK O'NEIL,"""COLD STEEL""",Welterweight Division,Male,17.0,9.0,0.0,False,,74.0,170.0,"JUN. 5, 2011",False,,,,0.0,0.0,0.0,,,,0.37,0.0,3.13,4.4,0.0,0.0,0.72,0.0,,,NO,,,,,"Sep 22, 1985"
CASEY O'NEILL,"""KING""",Women's Flyweight Division,Female,10.0,2.0,0.0,True,27.0,66.0,125.5,"FEB. 20, 2021",False,525.0,31.0,96.0,3.0,5.0,2.0,503.0,91.0,58.0,0.53,0.35,7.89,5.65,1.45,0.73,0.57,0.7,0.0,709.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ONEILL_CASEY_L_08-17.png?itok=G3lQIzld,MMA,69.0,37.0,Orthodox,"Oct 07, 1997"
BRENDAN O'REILLY,"""THE BADGER""",Welterweight Division,Male,6.0,3.0,0.0,False,35.0,69.0,170.0,"AUG. 23, 2014",False,32.0,52.0,6.0,0.0,1.0,0.0,49.0,29.0,12.0,0.47,0.44,1.9,2.77,2.22,0.63,0.4,0.36,0.0,709.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/ffd69ece-f8be-42e2-ace0-b55ee16d0895%252Fbrendan-oreilly_465465_LeftFullBodyImage.png?itok=_gfZl87t,,69.0,40.0,Orthodox,"Jun 24, 1987"
JOSE OCHOA,"""KALZIFER""",Flyweight Division,Male,7.0,1.0,0.0,True,23.0,67.0,125.0,"NOV. 23, 2024",False,49.0,1.0,0.0,6.0,0.0,1.0,13.0,13.0,24.0,0.32,0.0,3.33,3.4,0.0,1.0,0.6,1.0,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/OCHOA_JOSE_R_11-23.png?itok=AFE3qhbV,MMA,67.0,,Southpaw,"Dec 31, 2000"
CHRISTIAN OCON,"""THE DON""",Bantamweight Division,Male,4.0,1.0,0.0,True,27.0,68.0,136.0,"DEC. 20, 2024",False,22.0,4.0,0.0,0.0,0.0,0.0,16.0,8.0,2.0,0.53,0.0,1.73,5.27,0.0,0.0,0.35,0.64,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/5a5478b4-57d7-4b4c-97e7-f9f2e83d374e%252FOCON_CHRISTIAN_L.png?itok=BiYvEswh,MMA,69.0,,Orthodox,"Feb 05, 1996"
RICHARD ODOMS,,Heavyweight Division,Male,13.0,3.0,0.0,False,48.0,77.0,265.0,"DEC. 20, 2024",False,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/SHADOW_Fighter_fullLength_RED.png?VersionId=niQpXmYT1tbiETIDAxTsCI5FDbiNt9kI&itok=Wcqi-8Me,,,,Orthodox,"May 08, 1975"
VOLKAN OEZDEMIR,"""NO TIME""",Light Heavyweight Division,Male,20.0,8.0,0.0,True,35.0,74.0,206.0,"FEB. 5, 2017",False,588.0,88.0,62.0,13.0,5.0,2.0,458.0,114.0,166.0,0.49,0.29,4.95,4.22,0.5,0.1,0.55,0.8,0.6,597.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/OEZDEMIR_VOLKAN_L_11-23.png?itok=bmzflmIW,STRIKER,75.0,40.5,Orthodox,"Sep 19, 1989"
KAAN OFLI,"""GENGHIS""",Featherweight Division,Male,12.0,3.0,1.0,True,31.0,68.0,145.0,"AUG. 24, 2024",False,11.0,1.0,0.0,2.0,4.0,6.0,10.0,1.0,1.0,0.43,0.0,1.85,4.77,0.0,0.0,0.54,0.0,0.0,390.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/OFLI_KAAN_L_08-24.png?itok=ZWtdPliX,FREESTYLE,66.0,,Orthodox,"Jun 19, 1993"
TREY OGDEN,"""SHAMURAI""",Lightweight Division,Male,18.0,6.0,0.0,True,34.0,71.0,172.2,"APR. 16, 2022",False,244.0,18.0,9.0,0.0,7.0,11.0,141.0,55.0,75.0,0.48,0.31,3.07,3.46,2.04,0.85,0.57,1.0,0.0,882.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-11/OGDEN_TREY_L_11-18.png?itok=jd1AmXgG,JIU-JITSU,72.0,41.0,Orthodox,"Nov 14, 1989"
ANDY OGLE,"""THE LITTLE AXE""",Featherweight Division,Male,9.0,6.0,0.0,False,34.0,68.0,146.0,"SEP. 29, 2012",False,,,,0.0,1.0,0.0,,,,0.44,0.26,2.24,2.23,1.44,0.0,0.5,0.58,,,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-08/Andy-Ogle_271379_LeftFullBodyImage.png?itok=9XM2NeSa,,69.0,,Orthodox,"Feb 16, 1989"
HO TAEK OH,,Lightweight Division,Male,7.0,2.0,1.0,False,,,155.0,"DEC. 20, 2024",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,NO,,,,,"Jul 20, 1993"
KOJI OISHI,,Welterweight Division,Male,25.0,10.0,10.0,False,46.0,68.0,170.0,"APR. 14, 2000",False,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.0,1.43,17.86,0.0,0.0,0.43,0.0,0.0,84.0,NO,,,,Orthodox,"May 31, 1977"
YUSHIN OKAMI,"""THUNDER""",Welterweight Division,Male,34.0,13.0,0.0,False,41.0,74.0,170.0,"AUG. 26, 2006",False,,,,5.0,10.0,0.0,,,,0.38,0.39,2.06,2.25,1.98,0.5,0.6,0.84,,,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69611/profile-galery/fullbodyleft-picture/OKAMI_YUSHIN_L.png?VersionId=husoBhWJZG1oVRzlecdEhkL3KKJblqYh&itok=0nY-3KEb,,75.0,41.5,Southpaw,"Jul 21, 1981"
JJ OKANOVICH,"""THE BOSNIAN BOMBER""",Lightweight Division,Male,7.0,1.0,0.0,True,32.0,71.0,155.0,"DEC. 20, 2024",False,86.0,2.0,16.0,0.0,1.0,0.0,95.0,8.0,1.0,0.56,0.0,6.93,5.27,0.0,0.0,0.51,1.0,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/930b0902-79ef-4d21-b850-a3ab91375e9a%252FOKANOVICH_JJ_R.png?itok=tS5rJ3pR,,76.0,,Orthodox,"Nov 04, 1990"
BOLAJI OKI,"""ZULU WARRIOR""",Lightweight Division,Male,9.0,2.0,0.0,True,28.0,70.0,167.4,"FEB. 10, 2024",False,108.0,7.0,5.0,5.0,3.0,1.0,97.0,15.0,8.0,0.46,0.75,5.63,2.58,2.11,0.0,0.64,0.86,0.7,427.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/OKI_BOLAJI_L_09-28.png?itok=bvSOzsZJ,MMA,73.0,41.0,Orthodox,"Nov 15, 1995"
ALEKSEI OLEINIK,"""THE BOA CONSTRICTOR""",Heavyweight Division,Male,60.0,17.0,1.0,False,46.0,74.0,254.0,"JUN. 28, 2014",False,266.0,86.0,28.0,8.0,5.0,47.0,239.0,91.0,50.0,0.49,0.47,3.29,3.8,1.82,1.95,0.44,0.38,0.26,408.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-08/3d2c60db-88dd-426b-9552-24ee37f5e804%252FOLEINIK_ALEKSEI_L_03-26.png?itok=_vwf9RgM,JIU-JITSU,80.0,45.0,Orthodox,"Jun 20, 1977"
MICHAL OLEKSIEJCZUK,"""HUSSAR""",Middleweight Division,Male,19.0,9.0,0.0,True,29.0,72.0,197.8,"DEC. 30, 2017",False,398.0,24.0,70.0,14.0,4.0,1.0,325.0,144.0,23.0,0.51,0.44,5.08,4.61,1.08,0.0,0.59,0.48,1.08,388.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/OLEKSIEJCZUK_MICHAL_L_06-01.png?itok=rby88QRO,MMA,74.0,40.0,Southpaw,"Feb 22, 1995"
BRUNO OLIVEIRA,,Light Heavyweight Division,Male,8.0,2.0,0.0,True,39.0,76.0,205.0,"DEC. 20, 2024",False,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.33,0.0,3.44,4.92,0.0,0.0,0.55,0.0,0.0,122.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-10/67525%252Fprofile-galery%252Ffullbodyright-picture%252FOLIVEIRA_BRUNO_R.png?itok=DQGSoK9V,,80.0,,Orthodox,"May 02, 1984"
WENDELL OLIVEIRA,,Welterweight Division,Male,24.0,9.0,1.0,False,40.0,77.0,205.0,"SEP. 13, 2014",False,12.0,18.0,0.0,11.0,10.0,3.0,7.0,1.0,22.0,0.48,0.0,3.77,4.4,0.0,0.0,0.52,1.0,0.0,239.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69502/profile-galery/fullbodyleft-picture/wendell-oliveira_497780_LeftFullBodyImage.png?VersionId=lW75yziJ7jzfjecc6b_VDLC6mGJkyiPo&itok=4sDMHKbn,,72.0,,Orthodox,"Feb 19, 1984"
EDNALDO OLIVEIRA,"""LULA""",Light Heavyweight Division,Male,22.0,12.0,1.0,False,39.0,77.0,205.0,"JAN. 14, 2012",False,9.0,5.0,5.0,4.0,4.0,3.0,13.0,5.0,1.0,0.51,0.38,2.99,2.55,2.35,0.6,0.53,0.63,0.0,551.0,NO,,79.0,,Orthodox,"Feb 21, 1988"
RAFAELLO OLIVEIRA,"""TRACTOR""",Lightweight Division,Male,22.0,12.0,1.0,False,41.0,71.0,170.0,"SEP. 19, 2009",False,,,,4.0,4.0,3.0,,,,0.51,0.38,2.99,2.55,2.35,0.6,0.46,0.63,,,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Rafaello_Oliveira/RafaelloOliveira_RedCorner2.png?VersionId=eZc6isxN5KQszphK62IRghcgnkst3qY8&itok=wMhisPva,,76.0,,Orthodox,"Feb 21, 1988"
ALEX OLIVEIRA,"""COWBOY""",Welterweight Division,Male,22.0,12.0,1.0,False,35.0,71.0,170.0,"MAR. 21, 2015",False,374.0,142.0,113.0,12.0,5.0,5.0,356.0,158.0,115.0,0.51,0.38,2.99,2.55,2.35,0.6,0.47,0.64,0.43,574.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-04/67204%252Fprofile-galery%252Ffullbodyleft-picture%252FOLIVEIRA_ALEX_L_04-24.png?itok=OOEWWAXe,MUAY THAI,76.5,43.0,Orthodox,"Feb 21, 1988"
VINICIUS OLIVEIRA,"""LOKDOG""",Bantamweight Division,Male,21.0,5.0,0.0,True,28.0,69.0,149.9,"MAR. 2, 2024",False,172.0,4.0,16.0,16.0,2.0,2.0,104.0,36.0,52.0,0.44,0.6,5.87,3.91,1.38,1.6,0.53,0.69,0.92,654.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/OLIVIEIRA_VINICIUS_L_03-02.png?itok=ZK4gjuY2,MMA,72.0,39.0,Orthodox,"Apr 21, 1991"
SAIMON OLIVEIRA,,Bantamweight Division,Male,22.0,12.0,1.0,True,32.0,71.0,170.0,"JAN. 22, 2022",False,89.0,13.0,3.0,5.0,4.0,11.0,45.0,23.0,37.0,0.51,0.38,2.99,3.91,2.35,1.61,0.48,0.63,0.0,746.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-01/ea80fa44-30db-475d-848e-8baa4bcb797e%252FOLIVEIRA_SAIMON_R_01-22.png?itok=Bej2bdFr,STRIKER,76.0,38.0,Orthodox,"Feb 21, 1988"
MARIA OLIVEIRA,"""SPIDER GIRL""",Women's Strawweight Division,Female,22.0,12.0,1.0,False,26.0,71.0,170.0,"OCT. 23, 2021",False,304.0,11.0,2.0,7.0,4.0,3.0,206.0,61.0,50.0,0.51,0.44,5.03,5.76,2.35,0.6,0.46,0.63,0.0,757.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-06/dbfbc246-67f2-45d9-b6dd-2cb36eb6f179%252FOLIVEIRA_MARIA_L_06-18.png?itok=2PTJiDlh,MUAY THAI,76.0,39.0,Orthodox,"Feb 21, 1988"
CHARLES OLIVEIRA,"""DO BRONX""",Lightweight Division,Male,35.0,12.0,1.0,True,35.0,71.0,170.0,"AUG. 1, 2010",False,,,,4.0,4.0,3.0,,,,0.51,0.38,2.99,2.55,2.35,0.6,0.46,0.63,,,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/OLIVEIRA_CHARLES_L_11-16.png?itok=FDRAtjYt,JIU-JITSU,76.0,41.0,Orthodox,"Feb 21, 1988"
RAVENA OLIVEIRA,"""KENOUDY""",Women's Bantamweight Division,Female,22.0,12.0,1.0,True,26.0,71.0,170.0,"OCT. 14, 2023",False,13.0,2.0,0.0,4.0,5.0,3.0,10.0,3.0,2.0,0.51,0.67,2.99,2.55,2.35,0.6,0.49,0.63,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-10/OLIVEIRA_RAVENA_R_10-14.png?itok=VltV-9yY,STRIKER,76.0,,Orthodox,"Feb 21, 1988"
FELIPE OLIVIERI,,Lightweight Division,Male,14.0,5.0,0.0,False,38.0,70.0,155.0,"JAN. 31, 2016",False,77.0,10.0,0.0,10.0,1.0,3.0,31.0,28.0,28.0,0.58,0.0,6.68,4.6,0.0,0.0,0.57,0.71,0.0,782.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/10ba2225-1075-4dd0-a0ad-fdd68fb8c126%252FFelipe-Olivieri_568410_LeftFullBodyImage.png?itok=EwNjV9Y0,,72.0,40.0,Orthodox,"Apr 12, 1985"
CAMERON OLSON,"""CAP'N CRUNCH""",Light Heavyweight Division,Male,14.0,5.0,0.0,False,33.0,73.0,205.0,"AUG. 15, 2017",False,9.0,36.0,2.0,1.0,2.0,5.0,18.0,4.0,25.0,0.6,0.57,3.13,2.2,3.54,1.8,1.0,1.0,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/0cbe71ac-f3aa-44e5-97cd-32bc7661be90%252FCameron-Olson_635981_LeftFullBodyImage.png?itok=aTgF094f,,75.0,,Orthodox,
GADZHI OMARGADZHIEV,,Welterweight Division,Male,13.0,2.0,0.0,False,30.0,73.0,171.0,"APR. 16, 2022",False,34.0,14.0,12.0,8.0,2.0,3.0,37.0,19.0,4.0,0.39,0.3,1.8,2.2,1.35,0.5,0.4,0.6,0.0,665.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-05/92230a73-ae3b-452c-817d-e02faa715feb%252FOMARGADZHIEV_GADZHI_L_04-16.png?itok=QCvVq5nI,MMA,71.5,39.0,Switch,"Feb 24, 1993"
ALAN OMER,,Featherweight Division,Male,20.0,5.0,0.0,False,34.0,70.0,146.0,"APR. 11, 2014",False,46.0,31.0,16.0,7.0,2.0,9.0,60.0,15.0,18.0,0.56,0.43,3.49,2.21,1.69,0.0,0.65,0.67,0.0,801.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-08/Alan-Omer_474002_LeftFullBodyImage.png?itok=UD_8wtP_,,71.0,,Orthodox,"Sep 14, 1988"
DANIEL OMIELANCZUK,,Heavyweight Division,Male,19.0,8.0,1.0,False,40.0,72.0,248.0,"SEP. 21, 2013",False,196.0,107.0,29.0,3.0,7.0,9.0,169.0,93.0,70.0,0.57,0.27,3.09,3.29,0.56,0.14,0.48,0.68,0.28,715.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/31916caf-7567-4e7f-8371-ecdad8c70c20%252FDaniel-Omielanczuk_313054_LeftFullBodyImage.png?itok=8UNXmYPb,,74.0,41.0,Southpaw,"Aug 31, 1982"
MICHIHIRO OMIGAWA,"""MICCI""",Featherweight Division,Male,17.0,14.0,1.0,False,,66.0,145.5,"SEP. 22, 2007",False,,,,1.0,1.0,2.0,,,,0.39,0.36,2.01,3.06,1.19,1.5,0.64,0.49,,,NO,,68.0,,Orthodox,"Dec 19, 1975"
DAVID ONAMA,,Lightweight Division,Male,13.0,2.0,0.0,True,30.0,71.0,155.6,"OCT. 23, 2021",False,363.0,37.0,58.0,7.0,2.0,4.0,376.0,58.0,24.0,0.5,0.2,5.6,5.07,0.73,0.6,0.52,0.53,0.73,701.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/ONAMA_DAVID_L_11-16.png?itok=unBHuE6h,STRIKER,74.0,40.0,Orthodox,"Jun 07, 1994"
CHARLIE ONTIVEROS,"""THE AMERICAN BAD BOY""",Lightweight Division,Male,11.0,9.0,0.0,False,31.0,74.0,155.0,"DEC. 20, 2024",False,27.0,3.0,1.0,4.0,5.0,2.0,26.0,4.0,1.0,0.41,0.0,1.89,5.86,0.0,0.0,0.31,0.3,1.83,246.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-10/71283%252Fprofile-galery%252Ffullbodyleft-picture%252FONTIVEROS_CHARLIE_L_10-09.png?itok=7v1Nr8Tl,TAEKWONDO,74.0,42.0,Switch,"Jul 04, 1991"
CHIBWIKEM ONYENEGECHA,,Middleweight Division,Male,6.0,0.0,0.0,False,29.0,75.0,185.0,"DEC. 20, 2024",False,80.0,4.0,0.0,0.0,1.0,0.0,29.0,9.0,46.0,0.55,0.0,5.6,3.4,0.0,0.0,0.52,1.0,0.0,900.0,NO,,,,Orthodox,"Apr 18, 1994"
MYKTYBEK OROLBAI,,Lightweight Division,Male,13.0,2.0,1.0,True,26.0,70.0,159.0,"NOV. 18, 2023",False,3.0,0.0,1.0,6.0,2.0,5.0,2.0,1.0,1.0,0.5,0.43,3.42,5.7,5.36,0.4,0.49,0.4,0.0,290.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/5/OROLBAI_MYKTYBEK_L_11-18.png?itok=SSUFQ4BQ,MMA,74.0,39.5,Orthodox,"Feb 10, 1998"
BRIAN ORTEGA,"""T-CITY""",Featherweight Division,Male,16.0,4.0,0.0,True,33.0,68.0,146.0,"JUL. 26, 2014",False,603.0,49.0,35.0,3.0,5.0,8.0,498.0,116.0,73.0,0.38,0.26,4.08,6.59,1.07,1.1,0.5,0.56,0.45,777.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ORTEGA_BRIAN_L_09-14.png?itok=nrOhvjjj,JIU-JITSU,69.0,39.0,Switch,"Feb 21, 1991"
DUSTIN ORTIZ,,Flyweight Division,Male,19.0,12.0,1.0,False,34.0,75.0,205.0,"NOV. 9, 2013",False,200.0,137.0,176.0,9.0,7.0,3.0,300.0,157.0,56.0,0.46,0.36,2.94,2.88,3.01,0.6,0.6,0.54,0.17,717.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Dustin_Ortiz/ORTIZ_DUSTIN_L.png?VersionId=M2Oo9vo9FqkT9rxF9CcIWgB50lreecCS&itok=S1vjorBI,,74.0,35.5,Orthodox,"Jan 23, 1975"
TITO ORTIZ,"""HUNTINGTON BEACH BAD BOY""",Light Heavyweight Division,Male,19.0,12.0,1.0,False,48.0,75.0,205.0,"MAY. 30, 1997",False,,,,8.0,5.0,2.0,,,,0.46,0.35,2.59,2.88,2.47,0.6,0.6,0.54,,,NO,,74.0,,Orthodox,"Jan 23, 1975"
ODE OSBOURNE,"""THE JAMAICAN SENSATION""",Flyweight Division,Male,12.0,8.0,0.0,True,32.0,67.0,140.8,"JUL. 16, 2019",False,201.0,10.0,31.0,5.0,3.0,4.0,163.0,46.0,33.0,0.41,0.29,3.26,4.01,1.21,0.61,0.45,0.63,0.61,405.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/OSBOURNE_ODE_L_03-16.png?itok=j9aYNTpD,STRIKER,73.0,39.0,Southpaw,"Jan 09, 1992"
NICK OSIPCZAK,"""SLICK""",Welterweight Division,Male,6.0,4.0,0.0,False,38.0,74.0,171.0,"JUN. 20, 2009",False,,,,1.0,0.0,1.0,,,,0.5,0.45,2.83,3.77,1.2,1.0,0.5,0.71,,,NO,,76.0,,Orthodox,"Dec 30, 1984"
