combattant_1,combattant_2,resultat,methode
Darren Elkins,Alexander Volkanovski,1,DEC
Said Nurmagomedov,Justin Scoggins,0,DEC
Kurt Holobaugh,Raoni Barcelos,1,KO/TKO
Liz Carmouche,Jennifer Maia,0,DEC
Elias Garcia,Mark De La Rosa,1,SUB
Jessica Aguilar,Jodie Esquibel,0,DEC
Daniel Cormier,Stipe Miocic,0,KO/TKO
Francis Ngannou,Derrick Lewis,1,DEC
Mike Perry,Paul Felder,0,DEC
Michael Chiesa,Anthony Pettis,1,SUB
Khalil Rountree Jr.,Gokhan Saki,0,KO/TKO
Uriah Hall,Paulo Costa,1,KO/TKO
Raphael Assuncao,Rob Font,0,DEC
Lando Vannata,Drakkar Klose,1,DEC
Curtis Millender,Max Griffin,0,DEC
Gilbert Burns,Dan Hooker,1,KO/TKO
Emily Whitmire,Jamie Moyle,0,DEC
Israel Adesanya,Brad Tavares,0,DEC
Joe Giannetti,Michael Trizano,1,DEC
Brad Katona,Jay Cucciniello,0,DEC
Martin Bravo,Alex Caceres,1,DEC
Roxanne Modafferi,Barb Honchak,0,KO/TKO
Julian Marquez,Alessio Di Chirico,1,DEC
Montana De La Rosa,Rachael Ostovich,0,SUB
Richie Smullen,Luis Pena,1,SUB
John Gunther,Allan Zuniga,0,M-DEC
Tyler Diamond,Bryce Mitchell,1,M-DEC
Steven Peterson,Matt Bessette,0,DEC
Oskar Piechota,Gerald Meerschaert,1,SUB
Leon Edwards,Donald Cerrone,0,DEC
Tyson Pedro,Ovince Saint Preux,1,SUB
Jessica Eye,Jessica-Rose Clark,0,DEC
Daichi Abe,Li Jingliang,1,DEC
Petr Yan,Teruto Ishihara,0,KO/TKO
Felipe Arantes,Song Yadong,1,KO/TKO
Shane Young,Rolando Dy,0,KO/TKO
Hector Aldana,Song Kenan,1,KO/TKO
Jake Matthews,Shinsho Anzai,0,SUB
Viviane Pereira,Yan Xiaonan,1,DEC
Matt Schnell,Naoki Inoue,0,DEC
Jenel Lausa,Yuta Sasaki,1,SUB
Ji Yeon Kim,Melinda Fabian,0,DEC
Robert Whittaker,Yoel Romero,0,DEC
Rafael Dos Anjos,Colby Covington,1,DEC
Holly Holm,Megan Anderson,0,DEC
Andrei Arlovski,Tai Tuivasa,1,DEC
CM Punk,Mike Jackson,0,Overturned
Alistair Overeem,Curtis Blaydes,1,KO/TKO
Claudia Gadelha,Carla Esparza,0,DEC
Ricardo Lamas,Mirsad Bektic,1,DEC
Chris de la Rocha,Rashad Coulter,0,KO/TKO
Rashad Evans,Anthony Smith,1,KO/TKO
Sergio Pettis,Joseph Benavidez,0,DEC
Clay Guida,Charles Oliveira,1,SUB
Dan Ige,Mike Santiago,0,KO/TKO
Marlon Moraes,Jimmie Rivera,0,KO/TKO
Vinc Pichel,Gregor Gillespie,1,SUB
Walt Harris,Daniel Spitz,0,KO/TKO
Jake Ellenberger,Ben Saunders,1,KO/TKO
Julio Arce,Daniel Teymur,0,SUB
Gian Villante,Sam Alvey,1,DEC
Sijara Eubanks,Lauren Murphy,0,DEC
Nik Lentz,David Teymur,1,DEC
Belal Muhammad,Chance Rencountre,0,DEC
Gleison Tibau,Desmond Green,1,DEC
Nathaniel Wood,Johnny Eduardo,0,SUB
Jarred Brooks,Jose Torres,1,KO/TKO
Darren Till,Stephen Thompson,0,DEC
Craig White,Neil Magny,1,KO/TKO
Arnold Allen,Mads Burnell,0,SUB
Jason Knight,Makwan Amirkhani,1,DEC
Claudio Silva,Nordine Taleb,0,SUB
Eric Spicely,Darren Stewart,1,KO/TKO
Tom Breese,Daniel Kelly,0,KO/TKO
Gina Mazany,Lina Lansberg,1,DEC
Carlo Pedersoli Jr.,Brad Scott,0,DEC
Molly McCann,Gillian Robertson,1,SUB
Elias Theodorou,Trevor Smith,0,DEC
Kamaru Usman,Demian Maia,0,DEC
Alexa Grasso,Tatiana Suarez,1,SUB
Dominick Reyes,Jared Cannonier,0,KO/TKO
Diego Rivas,Guido Cannetti,1,DEC
Andrea Lee,Veronica Hardy,0,DEC
Chad Laprise,Vicente Luque,1,KO/TKO
Michel Prazeres,Zak Cummings,0,DEC
Brandon Moreno,Alexandre Pantoja,1,DEC
Poliana Botelho,Syuri Kondo,0,KO/TKO
Humberto Bandenay,Gabriel Benitez,1,KO/TKO
Enrique Barzola,Brandon Davis,0,DEC
Henry Briones,Frankie Saenz,1,DEC
Claudio Puelles,Felipe Silva,0,SUB
Amanda Nunes,Raquel Pennington,0,KO/TKO
Jacare Souza,Kelvin Gastelum,1,DEC
Mackenzie Dern,Amanda Cooper,0,SUB
Brian Kelleher,John Lineker,1,KO/TKO
Lyoto Machida,Vitor Belfort,0,KO/TKO
Karl Roberson,Cezar Ferreira,1,SUB
Aleksei Oleinik,Junior Albini,0,SUB
Nick Hein,Davi Ramos,1,SUB
Elizeu Zaleski dos Santos,Sean Strickland,0,KO/TKO
Sultan Aliev,Warlley Alves,1,KO/TKO
Jack Hermansson,Thales Leites,0,KO/TKO
Alberto Mina,Ramazan Emeev,1,DEC
Markus Perez,James Bochnovic,0,SUB
Kevin Lee,Edson Barboza,0,KO/TKO
Cub Swanson,Frankie Edgar,1,DEC
Justin Willis,Chase Sherman,0,DEC
Thiago Santos,David Branch,1,KO/TKO
Aljamain Sterling,Brett Johns,0,DEC
Jim Miller,Dan Hooker,1,KO/TKO
Ryan LaFlare,Alex Garcia,0,DEC
Merab Dvalishvili,Ricky Simon,1,SUB
Siyar Bahadurzada,Luan Chagas,0,KO/TKO
Patrick Cummins,Corey Anderson,1,DEC
Anthony Rocco Martin,Keita Nakamura,0,DEC
Dustin Poirier,Justin Gaethje,0,KO/TKO
Carlos Condit,Alex Oliveira,1,SUB
Israel Adesanya,Marvin Vettori,0,DEC
Cortney Casey,Michelle Waterson-Gomez,1,DEC
Antonio Carlos Junior,Tim Boetsch,0,SUB
Ricky Rainey,Muslim Salikhov,1,KO/TKO
John Moraga,Wilson Reis,0,DEC
Krzysztof Jotko,Brad Tavares,1,KO/TKO
Gilbert Burns,Dan Moret,0,KO/TKO
Shana Dobson,Lauren Mueller,1,DEC
Yushin Okami,Dhiego Lima,0,DEC
Arjan Bhullar,Adam Wieczorek,1,SUB
Alejandro Perez,Matthew Lopez,0,KO/TKO
Patrick Williams,Luke Sanders,1,DEC
Khabib Nurmagomedov,Al Iaquinta,0,DEC
Joanna Jedrzejczyk,Rose Namajunas,1,DEC
Renato Moicano,Calvin Kattar,0,DEC
Kyle Bochniak,Zabit Magomedsharipov,1,DEC
Chris Gruetzemacher,Joe Lauzon,0,KO/TKO
Felice Herrig,Karolina Kowalkiewicz,1,DEC
Olivier Aubin-Mercier,Evan Dunham,0,KO/TKO
Bec Rawlings,Ashlee Evans-Smith,1,DEC
Devin Clark,Mike Rodriguez,0,DEC
Alexander Volkov,Fabricio Werdum,0,KO/TKO
Jimi Manuwa,Jan Blachowicz,1,DEC
Tom Duquesnoy,Terrion Ware,0,DEC
Peter Sobotta,Leon Edwards,1,KO/TKO
Charles Byrd,John Phillips,0,SUB
Oliver Enkamp,Danny Roberts,1,KO/TKO
Danny Henry,Hakeem Dawodu,0,SUB
Magomed Ankalaev,Paul Craig,1,SUB
Kajan Johnson,Stevie Ray,0,DEC
Mark Godbeer,Dmitry Sosnovskiy,1,SUB
Cristiane Justino,Yana Santos,0,KO/TKO
Frankie Edgar,Brian Ortega,1,KO/TKO
Sean O'Malley,Andre Soukhamthath,0,DEC
Stefan Struve,Andrei Arlovski,1,DEC
Ketlen Vieira,Cat Zingano,0,DEC
Ashley Yoder,Mackenzie Dern,1,DEC
Alexander Hernandez,Beneil Dariush,0,KO/TKO
Pedro Munhoz,John Dodson,1,DEC
CB Dollaway,Hector Lombard,0,DQ
Mike Pyle,Zak Ottow,1,KO/TKO
Cody Stamann,Bryan Caraway,0,DEC
Adam Milstead,Jordan Johnson,1,DEC
Jeremy Stephens,Josh Emmett,0,KO/TKO
Tecia Pennington,Jessica Andrade,1,DEC
Ilir Latifi,Ovince Saint Preux,0,SUB
Mike Perry,Max Griffin,1,DEC
Brian Kelleher,Renan Barao,0,DEC
Sara McMann,Marion Reneau,1,SUB
Angela Hill,Maryna Moroz,0,DEC
Ben Saunders,Alan Jouban,1,KO/TKO
Sam Alvey,Marcin Prachnio,0,KO/TKO
Russell Doane,Rani Yahya,1,SUB
Alex Perez,Eric Shelton,0,DEC
Albert Morales,Manny Bermudez,1,SUB
Donald Cerrone,Yancy Medeiros,0,KO/TKO
Marcin Tybura,Derrick Lewis,1,KO/TKO
James Vick,Francisco Trinaldo,0,DEC
Thiago Alves,Curtis Millender,1,KO/TKO
Brandon Davis,Steven Peterson,0,DEC
Thibault Gouti,Sage Northcutt,1,DEC
Diego Ferreira,Jared Gordon,0,KO/TKO
Brian Camozzi,Geoff Neal,1,SUB
Robert Sanchez,Joby Sanchez,0,SUB
Sarah Moras,Lucie Pudilova,1,DEC
Alex Morono,Joshua Burkman,0,SUB
Tim Williams,Oskar Piechota,1,KO/TKO
Yoel Romero,Luke Rockhold,0,KO/TKO
Mark Hunt,Curtis Blaydes,1,DEC
Tai Tuivasa,Cyril Asker,0,KO/TKO
Li Jingliang,Jake Matthews,1,DEC
Tyson Pedro,Saparbeg Safarov,0,SUB
Damien Brown,Dong Hyun Ma,1,DEC
Israel Adesanya,Rob Wilkinson,0,KO/TKO
Jeremy Kennedy,Alexander Volkanovski,1,KO/TKO
Jussier Formiga,Ben Nguyen,0,SUB
Mizuto Hirota,Ross Pearson,1,DEC
Jose Quinonez,Teruto Ishihara,0,DEC
Daichi Abe,Luke Jumeau,1,DEC
Lyoto Machida,Eryk Anders,0,DEC
Priscila Cachoeira,Valentina Shevchenko,1,SUB
Michel Prazeres,Desmond Green,0,DEC
Marcelo Golm,Timothy Johnson,1,DEC
Douglas Silva de Andrade,Marlon Vera,0,DEC
Anthony Smith,Thiago Santos,1,KO/TKO
Sergio Moraes,Tim Means,0,DEC
Damir Hadzovic,Alan Patrick,1,DEC
Polyana Viana,Maia Stevenson,0,SUB
Joe Soto,Iuri Alcantara,1,KO/TKO
Deiveson Figueiredo,Joseph Morales,0,KO/TKO
Jacare Souza,Derek Brunson,0,KO/TKO
Dennis Bermudez,Andre Fili,1,DEC
Gregor Gillespie,Jordan Rinaldi,0,KO/TKO
Frank Camacho,Drew Dober,1,DEC
King Green,Erik Koch,0,DEC
Godofredo Pepey,Mirsad Bektic,1,KO/TKO
Katlyn Cerminara,Mara Romero Borella,0,DEC
Juliana Lima,Randa Markos,1,DEC
Ji Yeon Kim,Justine Kish,0,DEC
Joaquim Silva,Vinc Pichel,1,DEC
Niko Price,George Sullivan,0,SUB
Austin Arnett,Cory Sandhagen,1,KO/TKO
Stipe Miocic,Francis Ngannou,0,DEC
Volkan Oezdemir,Daniel Cormier,1,KO/TKO
Calvin Kattar,Shane Burgos,0,KO/TKO
Francimar Barroso,Gian Villante,1,DEC
Rob Font,Thomas Almeida,0,KO/TKO
Brandon Davis,Kyle Bochniak,1,DEC
Abdul Razak Alhassan,Sabah Homasi,0,KO/TKO
Alexandre Pantoja,Dustin Ortiz,1,DEC
Julio Arce,Dan Ige,0,DEC
Matt Bessette,Enrique Barzola,1,DEC
Islam Makhachev,Gleison Tibau,0,KO/TKO
Jeremy Stephens,Dooho Choi,0,KO/TKO
Paige VanZant,Jessica-Rose Clark,1,DEC
Kamaru Usman,Emil Meek,0,DEC
Michael Johnson,Darren Elkins,1,SUB
James Krause,Alex White,0,DEC
Matt Frevola,Marco Polo Reyes,1,KO/TKO
Irene Aldana,Talita Bernardo,0,DEC
Guido Cannetti,Kyung Ho Kang,1,SUB
Jessica Eye,Kalindra Faria,0,DEC
Danielle Taylor,JJ Aldrich,1,DEC
Mads Burnell,Mike Santiago,0,DEC
Cristiane Justino,Holly Holm,0,DEC
Edson Barboza,Khabib Nurmagomedov,1,DEC
Dan Hooker,Marc Diakiese,0,SUB
Cynthia Calvillo,Carla Esparza,1,DEC
Neil Magny,Carlos Condit,0,DEC
Michal Oleksiejczuk,Khalil Rountree Jr.,1,Overturned
Myles Jury,Ricky Glenn,0,DEC
Omari Akhmedov,Marvin Vettori,1,M-DEC
Matheus Nicolau,Louis Smolka,0,DEC
Mark De La Rosa,Tim Elliott,1,SUB
Rafael Dos Anjos,Robbie Lawler,0,DEC
Ricardo Lamas,Josh Emmett,1,KO/TKO
Santiago Ponzinibbio,Mike Perry,0,DEC
Misha Cirkunov,Glover Teixeira,1,KO/TKO
Jan Blachowicz,Jared Cannonier,0,DEC
Darren Stewart,Julian Marquez,1,SUB
Chad Laprise,Galore Bofando,0,KO/TKO
Danny Roberts,Nordine Taleb,1,KO/TKO
John Makdessi,Abel Trujillo,0,DEC
Oluwale Bamgbose,Alessio Di Chirico,1,KO/TKO
Jordan Mein,Erick Silva,0,DEC
Brian Ortega,Cub Swanson,0,SUB
Jason Knight,Gabriel Benitez,1,DEC
Marlon Moraes,Aljamain Sterling,0,KO/TKO
Darrell Horcher,Scott Holtzman,1,DEC
Eryk Anders,Markus Perez,0,DEC
Albert Morales,Benito Lopez,1,DEC
Alexis Davis,Liz Carmouche,0,DEC
Luke Sanders,Andre Soukhamthath,1,KO/TKO
Alex Perez,Carls John De Tomas,0,SUB
Merab Dvalishvili,Frankie Saenz,1,DEC
Alejandro Perez,Iuri Alcantara,0,DEC
Chris Gruetzemacher,Davi Ramos,1,SUB
Trevin Giles,Antonio Braga Neto,0,KO/TKO
Max Holloway,Jose Aldo,0,KO/TKO
Alistair Overeem,Francis Ngannou,1,KO/TKO
Henry Cejudo,Sergio Pettis,0,DEC
Justin Gaethje,Eddie Alvarez,1,KO/TKO
Tecia Pennington,Michelle Waterson-Gomez,0,DEC
Charles Oliveira,Paul Felder,1,KO/TKO
Yancy Medeiros,Alex Oliveira,0,KO/TKO
Drakkar Klose,David Teymur,1,DEC
Felice Herrig,Cortney Casey,0,DEC
Angela Magana,Amanda Cooper,1,KO/TKO
Abdul Razak Alhassan,Sabah Homasi,0,KO/TKO
Jeremy Kimball,Dominick Reyes,1,SUB
Justin Willis,Allen Crowder,0,KO/TKO
Nicco Montano,Roxanne Modafferi,0,DEC
Terrion Ware,Sean O'Malley,1,DEC
Lauren Murphy,Barb Honchak,0,DEC
Eric Spicely,Gerald Meerschaert,1,KO/TKO
DeAnna Bennett,Melinda Fabian,0,M-DEC
Joe Soto,Brett Johns,1,SUB
Montana De La Rosa,Christina Marks,0,SUB
Andrew Sanchez,Ryan Janes,1,KO/TKO
Rachael Ostovich,Karine Gevorgyan,0,SUB
Ariel Beck,Shana Dobson,1,KO/TKO
Gillian Robertson,Emily Whitmire,0,SUB
Kelvin Gastelum,Michael Bisping,0,KO/TKO
Zak Ottow,Li Jingliang,1,KO/TKO
Wang Guan,Alex Caceres,0,DEC
Muslim Salikhov,Alex Garcia,1,SUB
Zabit Magomedsharipov,Sheymon Moraes,0,SUB
Bobby Nash,Song Kenan,1,KO/TKO
Yan Xiaonan,Kailin Curran,0,DEC
Bharat Kandare,Song Yadong,1,SUB
Shamil Abdurakhimov,Chase Sherman,0,KO/TKO
Wu Yanan,Gina Mazany,1,DEC
Rolando Dy,Wulijiburen,0,DEC
Hu Yaozong,Cyril Asker,1,SUB
Fabricio Werdum,Marcin Tybura,0,DEC
Bec Rawlings,Jessica-Rose Clark,1,DEC
Belal Muhammad,Tim Means,0,DEC
Bojan Velickovic,Jake Matthews,1,DEC
Elias Theodorou,Daniel Kelly,0,DEC
Shane Young,Alexander Volkanovski,1,DEC
Ryan Benoit,Ashkan Mokhtarian,0,KO/TKO
Will Brooks,Nik Lentz,1,SUB
Tai Tuivasa,Rashad Coulter,0,KO/TKO
Damien Brown,Frank Camacho,1,DEC
Nadia Kassem,Alex Chambers,0,DEC
Jenel Lausa,Eric Shelton,1,DEC
Adam Wieczorek,Anthony Hamilton,0,DEC
Dustin Poirier,Anthony Pettis,0,KO/TKO
Diego Sanchez,Matt Brown,1,KO/TKO
Andrei Arlovski,Junior Albini,0,DEC
Nate Marquardt,Cezar Ferreira,1,DEC
Raphael Assuncao,Matthew Lopez,0,KO/TKO
Joe Lauzon,Clay Guida,1,KO/TKO
Marlon Moraes,John Dodson,0,DEC
Viviane Pereira,Tatiana Suarez,1,DEC
Sage Northcutt,Michel Quinones,0,DEC
Angela Hill,Nina Nunes,1,DEC
Sean Strickland,Court McGee,0,DEC
Marcel Fortuna,Jake Collier,1,DEC
Karl Roberson,Darren Stewart,0,SUB
Georges St-Pierre,Michael Bisping,0,SUB
Cody Garbrandt,TJ Dillashaw,1,KO/TKO
Rose Namajunas,Joanna Jedrzejczyk,0,KO/TKO
Jorge Masvidal,Stephen Thompson,1,DEC
Paulo Costa,Johny Hendricks,0,KO/TKO
Joe Duffy,James Vick,1,KO/TKO
Mark Godbeer,Walt Harris,0,DQ
Corey Anderson,Ovince Saint Preux,1,KO/TKO
Randy Brown,Mickey Gall,0,DEC
Aleksei Oleinik,Curtis Blaydes,1,KO/TKO
Ricardo Ramos,Aiemann Zahabi,0,KO/TKO
Derek Brunson,Lyoto Machida,0,KO/TKO
Demian Maia,Colby Covington,1,DEC
Pedro Munhoz,Rob Font,0,SUB
Jim Miller,Francisco Trinaldo,1,DEC
Thiago Santos,Jack Hermansson,0,KO/TKO
Marlon Vera,John Lineker,1,DEC
Vicente Luque,Niko Price,0,SUB
Jack Marshman,Antonio Carlos Junior,1,SUB
Jared Gordon,Hacran Dias,0,DEC
Max Griffin,Elizeu Zaleski dos Santos,1,DEC
Deiveson Figueiredo,Jarred Brooks,0,DEC
Christian Colombo,Marcelo Golm,1,SUB
Darren Till,Donald Cerrone,0,KO/TKO
Jodie Esquibel,Karolina Kowalkiewicz,1,DEC
Jan Blachowicz,Devin Clark,0,SUB
Jonathan Wilson,Oskar Piechota,1,DEC
Marcin Held,Nasrat Haqparast,0,DEC
Damian Stasiak,Brian Kelleher,1,KO/TKO
Ramazan Emeev,Sam Alvey,0,DEC
Artem Lobov,Andre Fili,1,DEC
Warlley Alves,Salim Touahri,0,DEC
Lina Lansberg,Aspen Ladd,1,KO/TKO
Josh Emmett,Felipe Arantes,0,DEC
Tony Ferguson,Kevin Lee,0,SUB
Ray Borg,Demetrious Johnson,1,SUB
Fabricio Werdum,Walt Harris,0,SUB
Kalindra Faria,Mara Romero Borella,1,SUB
Beneil Dariush,Evan Dunham,0,M-DEC
Tom Duquesnoy,Cody Stamann,1,DEC
Lando Vannata,King Green,0,DEC
Pearl Gonzalez,Poliana Botelho,1,DEC
Matt Schnell,Marco Beltran,0,DEC
Bibulatov Magomed,John Moraga,1,KO/TKO
Brad Tavares,Thales Leites,0,DEC
Ovince Saint Preux,Yushin Okami,0,SUB
Claudia Gadelha,Jessica Andrade,1,DEC
Dong Hyun Ma,Takanori Gomi,0,KO/TKO
Henrique da Silva,Gokhan Saki,1,KO/TKO
Teruto Ishihara,Rolando Dy,0,DEC
Yuta Sasaki,Jussier Formiga,1,SUB
Keita Nakamura,Alex Morono,0,DEC
Chan-Mi Jeon,Syuri Kondo,1,DEC
Shinsho Anzai,Luke Jumeau,0,DEC
Hyun Gyu Lim,Daichi Abe,1,DEC
Luke Rockhold,David Branch,0,KO/TKO
Alex Reyes,Mike Perry,1,KO/TKO
Anthony Smith,Hector Lombard,0,KO/TKO
Jason Gonzalez,Gregor Gillespie,1,SUB
Kamaru Usman,Sergio Moraes,0,KO/TKO
Azunna Anyanwu,Justin Ledet,1,DEC
Olivier Aubin-Mercier,Anthony Rocco Martin,0,DEC
Anthony Hamilton,Daniel Spitz,1,KO/TKO
Uriah Hall,Krzysztof Jotko,0,KO/TKO
Jason Saggo,Gilbert Burns,1,KO/TKO
Amanda Nunes,Valentina Shevchenko,0,DEC
Neil Magny,Rafael Dos Anjos,1,SUB
Henry Cejudo,Wilson Reis,0,KO/TKO
Tyson Pedro,Ilir Latifi,1,DEC
Jeremy Stephens,Gilbert Melendez,0,DEC
Sara McMann,Ketlen Vieira,1,SUB
Sarah Moras,Ashlee Evans-Smith,0,SUB
Gavin Tucker,Ricky Glenn,1,DEC
Alex White,Mitch Clarke,0,KO/TKO
Luis Henrique,Arjan Bhullar,1,DEC
Kajan Johnson,Adriano Martins,0,KO/TKO
Alexander Volkov,Stefan Struve,0,KO/TKO
Rob Wilkinson,Siyar Bahadurzada,1,KO/TKO
Marion Reneau,Talita Bernardo,0,KO/TKO
Bryan Barberena,Leon Edwards,1,DEC
Darren Till,Bojan Velickovic,0,DEC
Felipe Silva,Mairbek Taisumov,1,KO/TKO
Michel Prazeres,Mads Burnell,0,SUB
Desmond Green,Rustam Khabilov,1,DEC
Aleksandar Rakic,Francimar Barroso,0,DEC
Mike Santiago,Zabit Magomedsharipov,1,SUB
Abdul-Kerim Edilov,Bojan Mihajlovic,0,KO/TKO
Andrew Holbrook,Thibault Gouti,1,KO/TKO
Sergio Pettis,Brandon Moreno,0,DEC
Randa Markos,Alexa Grasso,1,DEC
Niko Price,Alan Jouban,0,KO/TKO
Martin Bravo,Humberto Bandenay,1,KO/TKO
Sam Alvey,Rashad Evans,0,DEC
Andre Soukhamthath,Alejandro Perez,1,DEC
Jack Hermansson,Brad Scott,0,KO/TKO
Hector Sandoval,Dustin Ortiz,1,KO/TKO
Rani Yahya,Henry Briones,0,SUB
Diego Rivas,Jose Quinonez,1,DEC
Joseph Morales,Robert Sanchez,0,SUB
Alvaro Herrera Mendoza,Jordan Rinaldi,1,SUB
Daniel Cormier,Jon Jones,0,Overturned
Demian Maia,Tyron Woodley,1,DEC
Cristiane Justino,Tonya Evinger,0,KO/TKO
Donald Cerrone,Robbie Lawler,1,DEC
Volkan Oezdemir,Jimi Manuwa,0,KO/TKO
Jason Knight,Ricardo Lamas,1,KO/TKO
Aljamain Sterling,Renan Barao,0,DEC
Renato Moicano,Brian Ortega,1,SUB
Calvin Kattar,Andre Fili,0,DEC
Kailin Curran,Aleksandra Albu,1,DEC
Jarred Brooks,Eric Shelton,0,DEC
Joshua Burkman,Drew Dober,1,KO/TKO
Chris Weidman,Kelvin Gastelum,0,SUB
Dennis Bermudez,Darren Elkins,1,DEC
Patrick Cummins,Gian Villante,0,DEC
Thomas Almeida,Jimmie Rivera,1,DEC
Elizeu Zaleski dos Santos,Lyman Good,0,DEC
Rafael Natal,Eryk Anders,1,KO/TKO
Alex Oliveira,Ryan LaFlare,0,KO/TKO
Damian Grabowski,Chase Sherman,1,DEC
Jeremy Kennedy,Kyle Bochniak,0,DEC
Brian Kelleher,Marlon Vera,1,SUB
Junior Albini,Timothy Johnson,0,KO/TKO
Godofredo Pepey,Shane Burgos,1,DEC
Chris Wade,Frankie Perez,0,DEC
Santiago Ponzinibbio,Gunnar Nelson,0,KO/TKO
Joanne Wood,Cynthia Calvillo,1,DEC
Paul Felder,Stevie Ray,0,KO/TKO
Ryan Janes,Jack Marshman,1,DEC
Khalil Rountree Jr.,Paul Craig,0,KO/TKO
James Mulheron,Justin Willis,1,DEC
Danny Roberts,Bobby Nash,0,KO/TKO
Neil Seery,Alexandre Pantoja,1,SUB
Galore Bofando,Charlie Ward,0,KO/TKO
Daniel Teymur,Danny Henry,1,DEC
Brett Johns,Albert Morales,0,DEC
Amanda Lemos,Leslie Smith,1,KO/TKO
Robert Whittaker,Yoel Romero,0,DEC
Fabricio Werdum,Alistair Overeem,1,M-DEC
Curtis Blaydes,Daniel Omielanczuk,0,DEC
Jim Miller,Anthony Pettis,1,DEC
Rob Font,Douglas Silva de Andrade,0,SUB
Travis Browne,Aleksei Oleinik,1,SUB
Chad Laprise,Brian Camozzi,0,KO/TKO
Gerald Meerschaert,Thiago Santos,1,KO/TKO
Belal Muhammad,Jordan Mein,0,DEC
Terrion Ware,Cody Stamann,1,DEC
Trevin Giles,James Bochnovic,0,KO/TKO
Justin Gaethje,Michael Johnson,0,KO/TKO
Dhiego Lima,Jesse Taylor,1,SUB
Drakkar Klose,Marc Diakiese,0,DEC
Nick Roehrick,Jared Cannonier,1,KO/TKO
Brad Tavares,Elias Theodorou,0,DEC
Marcel Fortuna,Jordan Johnson,1,DEC
Angela Hill,Ashley Yoder,0,DEC
Tom Gallicchio,James Krause,1,DEC
CB Dollaway,Ed Herman,0,DEC
Juliana Lima,Tecia Pennington,1,SUB
Gray Maynard,Teruto Ishihara,0,DEC
Kevin Lee,Michael Chiesa,0,SUB
Johny Hendricks,Tim Boetsch,1,KO/TKO
Felice Herrig,Justine Kish,0,DEC
Joachim Christensen,Dominick Reyes,1,KO/TKO
Tim Means,Alex Garcia,0,DEC
BJ Penn,Dennis Siver,1,M-DEC
Clay Guida,Erik Koch,0,DEC
Vitor Miranda,Marvin Vettori,1,DEC
Carla Esparza,Maryna Moroz,0,DEC
Devin Powell,Darrell Horcher,1,DEC
Jared Gordon,Michel Quinones,0,KO/TKO
Johnny Case,Anthony Rocco Martin,1,DEC
Jeremy Kimball,Josh Stansbury,0,KO/TKO
Holly Holm,Bethe Correia,0,KO/TKO
Andrei Arlovski,Marcin Tybura,1,DEC
Colby Covington,Dong Hyun Kim,0,DEC
Tarec Saffiedine,Rafael Dos Anjos,1,DEC
Jon Tuck,Takanori Gomi,0,SUB
Cyril Asker,Walt Harris,1,KO/TKO
Alex Caceres,Rolando Dy,0,KO/TKO
Justin Scoggins,Yuta Sasaki,1,SUB
Li Jingliang,Frank Camacho,0,DEC
Kwan Ho Kwak,Russell Doane,1,KO/TKO
Naoki Inoue,Carls John De Tomas,0,DEC
Ji Yeon Kim,Lucie Pudilova,1,DEC
Mark Hunt,Derrick Lewis,0,KO/TKO
Daniel Kelly,Derek Brunson,1,KO/TKO
Dan Hooker,Ross Pearson,0,KO/TKO
Henrique da Silva,Ion Cutelaba,1,KO/TKO
Ben Nguyen,Tim Elliott,0,SUB
Mizuto Hirota,Alexander Volkanovski,1,DEC
Vinc Pichel,Damien Brown,0,KO/TKO
Dominique Steele,Luke Jumeau,1,DEC
John Moraga,Ashkan Mokhtarian,0,DEC
Kiichi Kunimoto,Zak Ottow,1,DEC
JJ Aldrich,Chan-Mi Jeon,0,DEC
Max Holloway,Jose Aldo,0,KO/TKO
Karolina Kowalkiewicz,Claudia Gadelha,1,SUB
Vitor Belfort,Nate Marquardt,0,DEC
Oluwale Bamgbose,Paulo Costa,1,KO/TKO
Yancy Medeiros,Erick Silva,0,KO/TKO
Marlon Moraes,Raphael Assuncao,1,DEC
Antonio Carlos Junior,Eric Spicely,0,SUB
Johnny Eduardo,Matthew Lopez,1,KO/TKO
Brian Kelleher,Iuri Alcantara,0,SUB
Jamie Moyle,Viviane Pereira,1,DEC
Luan Chagas,Jim Wallhead,0,SUB
Marco Beltran,Deiveson Figueiredo,1,KO/TKO
Alexander Gustafsson,Glover Teixeira,0,KO/TKO
Misha Cirkunov,Volkan Oezdemir,1,KO/TKO
Peter Sobotta,Ben Saunders,0,KO/TKO
Abdul Razak Alhassan,Omari Akhmedov,1,DEC
Nordine Taleb,Oliver Enkamp,0,DEC
Alex Nicholson,Jack Hermansson,1,KO/TKO
Pedro Munhoz,Damian Stasiak,0,DEC
Chris Camozzi,Trevor Smith,1,DEC
Joaquim Silva,Reza Madadi,0,DEC
Nicholas Musoke,Bojan Velickovic,1,KO/TKO
Darren Till,Jessin Ayari,0,DEC
Marcin Held,Damir Hadzovic,1,KO/TKO
Stipe Miocic,Junior Dos Santos,0,KO/TKO
Jessica Andrade,Joanna Jedrzejczyk,1,DEC
Demian Maia,Jorge Masvidal,0,DEC
Yair Rodriguez,Frankie Edgar,1,KO/TKO
David Branch,Krzysztof Jotko,0,DEC
Dustin Poirier,Eddie Alvarez,1,CNC
Jason Knight,Chas Skelly,0,KO/TKO
Rashad Coulter,Chase Sherman,1,KO/TKO
